SR-CODE,NAME,Semester,Course,ILO1,ILO2,ILO3,ILO4
22-21889,Ana Santos,3,Computer Engineering as a Discipline,68.9,70.5,60.0,64.6
22-21889,Ana Santos,3,Programming Logic and Design,82.6,66.4,67.8,68.8
22-21889,Ana Santos,3,Discrete Mathematics,72.7,68.0,60.0,68.7
22-21889,Ana Santos,3,Fundamentals of Electrical Engineering,69.8,62.3,66.3,60.0
22-21889,Ana Santos,3,Computer-Aided Design,67.4,72.0,60.0,68.3
22-21889,Ana Santos,4,Engineering Economics,63.4,65.7,78.3,70.0
22-21889,Ana Santos,4,Engineering Data Analysis,74.3,65.9,65.4,65.3
22-21889,Ana Santos,4,Differential Equations,73.9,71.0,68.4,63.6
22-21889,Ana Santos,4,Object Oriented Programming,62.6,66.0,71.7,60.0
22-21889,Ana Santos,4,Advanced Engineering Mathematics for CpE,72.6,66.6,69.2,62.5
22-21889,Ana Santos,4,Cognate/Elective Course 1,80.1,72.1,60.0,66.7
22-21889,Ana Santos,4,Electronic Circuits: Devices and Analysis,65.9,64.9,67.5,60.0
22-21889,Ana Santos,4,Basic Occupational Health and Safety,77.2,65.0,63.1,60.0
22-21889,Ana Santos,4,Numerical Methods,70.3,78.1,72.3,75.1
22-21889,Ana Santos,4,Kontekstwalisadong Komunikasyon sa Filipino,85.4,63.5,67.2,60.0
22-21889,Ana Santos,5,Logic Circuits and Design,65.9,64.6,60.0,60.0
22-21889,Ana Santos,5,Data Structures and Algorithms,70.4,61.8,71.3,60.0
22-21889,Ana Santos,5,"Introduction to Networks, Data and Digital Communications (CISCO 1)",88.1,66.4,66.7,60.0
22-21889,Ana Santos,5,Fundamentals of Mixed Signals and Sensors,80.8,75.1,67.4,60.0
22-21889,Ana Santos,5,Feedback and Control Systems,75.0,64.8,77.3,69.7
22-21889,Ana Santos,5,Introduction to HDL,71.1,60.0,60.0,66.2
22-21889,Ana Santos,5,Research Methods,79.1,76.3,60.0,65.0
22-21889,Ana Santos,5,Filipino sa Iba't Ibang Disiplina,77.9,60.0,66.7,64.8
22-21889,Ana Santos,6,Microprocessors,68.7,60.0,63.6,60.1
22-21889,Ana Santos,6,Software Design,70.3,65.7,63.6,62.4
22-21889,Ana Santos,6,Routing and Switching (CISCO 2),73.9,67.3,63.8,63.2
22-21889,Ana Santos,6,Digital Signal Processing,62.2,74.4,68.6,65.1
22-21889,Ana Santos,6,Emerging Technologies in CpE,77.0,60.0,60.0,64.3
22-21889,Ana Santos,6,CpE Practice and Design 1,71.8,70.7,64.0,67.2
22-21889,Ana Santos,6,Cognate/Elective Course 2,76.8,72.0,64.7,60.0
22-21889,Ana Santos,7,Scaling Networks (CISCO 3),75.8,76.4,70.1,60.0
22-21889,Ana Santos,7,Operating Systems,75.3,74.2,75.6,60.0
22-21889,Ana Santos,7,Computer Architecture and Organization,69.2,72.9,65.9,60.0
22-21889,Ana Santos,7,Computer Engineering Drafting and Design,73.0,71.9,66.1,63.4
22-21889,Ana Santos,7,Connecting Networks and Security (CISCO 4),69.7,78.0,60.8,60.0
22-21889,Ana Santos,7,Embedded Systems,70.6,73.7,60.0,60.0
22-21889,Ana Santos,7,Seminars and Fieldtrips,60.0,69.9,60.1,60.9
22-21889,Ana Santos,7,Manufacturing and Quality Control,74.5,64.6,67.0,60.3
22-21889,Ana Santos,7,Cognate/Elective Course 3 (Data Mining / AI Track),75.3,71.9,62.1,61.7
22-21889,Ana Santos,7,ASEAN Literature,78.1,72.0,60.0,67.1
22-21889,Ana Santos,8,Technopreneurship,65.3,78.1,72.9,64.9
22-21889,Ana Santos,8,On-the-Job Training,72.8,68.4,70.9,61.0
22-21889,Ana Santos,8,CpE Practice and Design 2,73.2,74.9,63.4,60.0
22-95725,Mia Reyes,1,Introduction to Engineering,71.0,69.4,61.7,73.1
22-95725,Mia Reyes,1,Understanding the Self,89.0,84.3,62.9,73.1
22-95725,Mia Reyes,1,Mathematics in the Modern World,86.2,72.6,72.8,60.0
22-95725,Mia Reyes,1,Readings in Philippine History,79.7,69.4,73.9,60.0
22-95725,Mia Reyes,1,Purposive Communication,81.4,81.9,68.0,61.9
22-95725,Mia Reyes,1,Differential Calculus,64.7,73.7,68.7,60.0
22-95725,Mia Reyes,1,General Chemistry,80.4,72.6,65.8,65.0
22-95725,Mia Reyes,1,Computer Programming 1,86.6,81.4,73.8,74.3
22-95725,Mia Reyes,2,Engineering Drawing,69.6,74.4,72.1,64.5
22-95725,Mia Reyes,2,Contemporary World,80.7,71.1,75.7,72.1
22-95725,Mia Reyes,2,Art Appreciation,60.6,82.9,60.0,65.1
22-95725,Mia Reyes,2,"Science, Technology and Society",84.3,73.9,63.9,62.2
22-95725,Mia Reyes,2,Integral Calculus,83.8,63.8,79.0,68.0
22-95725,Mia Reyes,2,Physics 1,70.5,71.8,66.1,73.5
22-95725,Mia Reyes,3,Life and Works of Rizal,82.5,65.5,70.2,63.6
22-95725,Mia Reyes,3,Ethics,85.9,67.7,82.3,68.6
22-95725,Mia Reyes,3,Modern Biology,70.7,71.3,67.4,60.7
22-95725,Mia Reyes,3,Computer Engineering as a Discipline,78.7,68.4,60.0,66.5
22-95725,Mia Reyes,3,Programming Logic and Design,69.4,73.3,69.1,65.3
22-95725,Mia Reyes,3,Discrete Mathematics,89.7,75.7,73.7,60.0
22-95725,Mia Reyes,3,Fundamentals of Electrical Engineering,72.6,75.5,65.0,72.8
22-95725,Mia Reyes,3,Computer-Aided Design,69.3,72.5,67.7,68.3
22-95725,Mia Reyes,4,Engineering Economics,74.3,74.2,71.2,64.3
22-95725,Mia Reyes,4,Engineering Data Analysis,80.6,76.8,71.7,65.8
22-95725,Mia Reyes,4,Differential Equations,82.4,73.9,70.4,69.0
22-95725,Mia Reyes,4,Object Oriented Programming,90.4,69.7,79.2,60.0
22-95725,Mia Reyes,4,Advanced Engineering Mathematics for CpE,79.0,84.8,75.2,69.4
22-95725,Mia Reyes,4,Cognate/Elective Course 1,76.8,78.0,73.1,65.8
22-95725,Mia Reyes,4,Electronic Circuits: Devices and Analysis,74.8,75.4,66.6,62.5
22-95725,Mia Reyes,4,Basic Occupational Health and Safety,70.0,78.1,75.9,70.1
22-95725,Mia Reyes,4,Numerical Methods,83.5,75.9,74.6,70.2
22-95725,Mia Reyes,4,Kontekstwalisadong Komunikasyon sa Filipino,77.6,72.6,85.9,66.0
22-95725,Mia Reyes,5,Logic Circuits and Design,72.5,76.8,72.7,60.0
22-95725,Mia Reyes,5,Data Structures and Algorithms,86.9,77.2,67.9,77.7
22-95725,Mia Reyes,5,"Introduction to Networks, Data and Digital Communications (CISCO 1)",83.9,70.2,85.2,74.5
22-95725,Mia Reyes,5,Fundamentals of Mixed Signals and Sensors,76.5,83.8,72.1,67.2
22-95725,Mia Reyes,5,Feedback and Control Systems,73.7,78.8,75.1,68.4
22-95725,Mia Reyes,5,Introduction to HDL,71.8,75.0,70.8,60.0
22-95725,Mia Reyes,5,Research Methods,69.3,79.2,60.0,70.0
22-95725,Mia Reyes,5,Filipino sa Iba't Ibang Disiplina,75.3,83.6,69.7,72.7
22-95725,Mia Reyes,6,Microprocessors,74.2,74.9,75.6,64.6
22-95725,Mia Reyes,6,Software Design,86.2,71.8,76.3,76.1
22-95725,Mia Reyes,6,Routing and Switching (CISCO 2),84.1,89.3,70.0,62.3
22-95725,Mia Reyes,6,Digital Signal Processing,71.7,79.3,75.2,69.0
22-95725,Mia Reyes,6,Emerging Technologies in CpE,73.4,82.4,67.2,77.5
22-95725,Mia Reyes,6,CpE Practice and Design 1,95.3,78.0,76.2,65.8
22-95725,Mia Reyes,6,Cognate/Elective Course 2,69.3,74.2,68.0,61.9
22-95725,Mia Reyes,7,Scaling Networks (CISCO 3),90.5,79.4,76.8,68.7
22-95725,Mia Reyes,7,Operating Systems,79.1,83.6,74.4,73.7
22-95725,Mia Reyes,7,Computer Architecture and Organization,75.4,72.2,62.7,60.0
22-95725,Mia Reyes,7,Computer Engineering Drafting and Design,75.0,74.6,63.5,67.1
22-95725,Mia Reyes,7,Connecting Networks and Security (CISCO 4),80.5,64.8,69.1,73.0
22-95725,Mia Reyes,7,Embedded Systems,78.9,67.3,72.1,73.5
22-95725,Mia Reyes,7,Seminars and Fieldtrips,82.8,75.2,69.8,65.0
22-95725,Mia Reyes,7,Manufacturing and Quality Control,79.3,75.4,75.0,68.1
22-95725,Mia Reyes,7,Cognate/Elective Course 3 (Data Mining / AI Track),85.1,78.3,79.3,75.8
22-95725,Mia Reyes,7,ASEAN Literature,73.3,64.9,81.9,70.3
22-95725,Mia Reyes,8,Technopreneurship,67.8,71.5,77.3,67.1
22-95725,Mia Reyes,8,On-the-Job Training,75.1,84.2,66.4,64.0
22-95725,Mia Reyes,8,CpE Practice and Design 2,79.4,78.1,75.6,74.2
22-65293,Ana Reyes,1,Introduction to Engineering,79.3,78.7,71.1,69.1
22-65293,Ana Reyes,1,Understanding the Self,78.7,77.0,77.3,72.0
22-65293,Ana Reyes,1,Mathematics in the Modern World,77.0,69.6,71.8,67.4
22-65293,Ana Reyes,1,Readings in Philippine History,79.2,89.0,69.5,71.3
22-65293,Ana Reyes,1,Purposive Communication,84.5,76.3,86.6,66.4
22-65293,Ana Reyes,1,Differential Calculus,78.7,69.7,69.3,69.1
22-65293,Ana Reyes,1,General Chemistry,81.8,76.4,79.0,67.0
22-65293,Ana Reyes,1,Computer Programming 1,75.4,91.3,74.4,63.8
22-65293,Ana Reyes,2,Engineering Drawing,75.9,72.0,80.1,68.3
22-65293,Ana Reyes,2,Contemporary World,78.9,75.4,77.0,63.6
22-65293,Ana Reyes,2,Art Appreciation,71.6,77.1,76.2,70.7
22-65293,Ana Reyes,2,"Science, Technology and Society",73.2,79.8,68.2,65.6
22-65293,Ana Reyes,2,Integral Calculus,71.1,82.3,75.2,71.2
22-65293,Ana Reyes,2,Physics 1,84.3,91.3,61.1,63.1
22-65293,Ana Reyes,3,Life and Works of Rizal,74.4,70.6,66.2,66.9
22-65293,Ana Reyes,3,Ethics,70.8,77.8,72.9,71.6
22-65293,Ana Reyes,3,Modern Biology,79.8,78.1,69.2,80.3
22-65293,Ana Reyes,3,Computer Engineering as a Discipline,79.5,64.6,66.6,60.0
22-65293,Ana Reyes,3,Programming Logic and Design,77.5,74.4,69.2,80.2
22-65293,Ana Reyes,3,Discrete Mathematics,80.1,78.8,65.8,61.6
22-65293,Ana Reyes,3,Fundamentals of Electrical Engineering,80.3,78.7,63.3,69.4
22-65293,Ana Reyes,3,Computer-Aided Design,80.1,76.4,69.6,67.2
22-65293,Ana Reyes,4,Engineering Economics,77.0,76.3,76.3,75.2
22-65293,Ana Reyes,4,Engineering Data Analysis,75.0,71.7,74.0,71.2
22-65293,Ana Reyes,4,Differential Equations,74.2,79.2,77.3,75.3
22-65293,Ana Reyes,4,Object Oriented Programming,88.1,69.9,72.1,68.2
22-65293,Ana Reyes,4,Advanced Engineering Mathematics for CpE,76.2,70.6,62.5,68.1
22-65293,Ana Reyes,4,Cognate/Elective Course 1,72.8,75.6,67.3,61.5
22-65293,Ana Reyes,4,Electronic Circuits: Devices and Analysis,81.5,78.6,77.9,83.6
22-65293,Ana Reyes,4,Basic Occupational Health and Safety,79.8,78.7,66.2,61.0
22-65293,Ana Reyes,4,Numerical Methods,86.3,68.9,65.1,67.3
22-65293,Ana Reyes,4,Kontekstwalisadong Komunikasyon sa Filipino,77.5,70.3,70.8,76.1
22-65293,Ana Reyes,5,Logic Circuits and Design,75.2,69.3,80.1,73.4
22-65293,Ana Reyes,5,Data Structures and Algorithms,73.7,65.6,67.6,67.8
22-65293,Ana Reyes,5,"Introduction to Networks, Data and Digital Communications (CISCO 1)",84.4,68.9,71.5,72.2
22-65293,Ana Reyes,5,Fundamentals of Mixed Signals and Sensors,65.8,83.9,67.4,72.4
22-65293,Ana Reyes,5,Feedback and Control Systems,78.3,81.0,74.7,60.0
22-65293,Ana Reyes,5,Introduction to HDL,75.3,78.5,73.3,73.3
22-65293,Ana Reyes,5,Research Methods,82.8,79.4,71.3,60.0
22-65293,Ana Reyes,5,Filipino sa Iba't Ibang Disiplina,75.4,78.2,66.1,72.5
22-65293,Ana Reyes,6,Microprocessors,85.5,78.4,60.0,62.8
22-65293,Ana Reyes,6,Software Design,88.8,71.8,60.1,75.6
22-65293,Ana Reyes,6,Routing and Switching (CISCO 2),77.5,81.7,73.7,70.9
22-65293,Ana Reyes,6,Digital Signal Processing,78.9,78.7,85.1,73.4
22-65293,Ana Reyes,6,Emerging Technologies in CpE,68.0,77.8,78.9,75.4
22-65293,Ana Reyes,6,CpE Practice and Design 1,75.5,82.7,78.2,84.2
22-65293,Ana Reyes,6,Cognate/Elective Course 2,72.9,72.1,70.2,65.2
22-65293,Ana Reyes,7,Scaling Networks (CISCO 3),72.1,60.0,69.4,70.4
22-65293,Ana Reyes,7,Operating Systems,74.5,86.7,72.1,75.9
22-65293,Ana Reyes,7,Computer Architecture and Organization,81.6,82.6,76.1,78.7
22-65293,Ana Reyes,7,Computer Engineering Drafting and Design,80.4,80.6,76.6,68.7
22-65293,Ana Reyes,7,Connecting Networks and Security (CISCO 4),79.9,88.5,70.4,70.7
22-65293,Ana Reyes,7,Embedded Systems,87.6,84.5,74.5,60.0
22-65293,Ana Reyes,7,Seminars and Fieldtrips,81.2,62.4,81.4,69.7
22-65293,Ana Reyes,7,Manufacturing and Quality Control,86.1,72.2,65.1,72.0
22-65293,Ana Reyes,7,Cognate/Elective Course 3 (Data Mining / AI Track),77.2,72.2,72.5,84.8
22-65293,Ana Reyes,7,ASEAN Literature,83.1,82.0,77.7,77.6
22-65293,Ana Reyes,8,Technopreneurship,76.9,63.4,71.5,73.6
22-65293,Ana Reyes,8,On-the-Job Training,72.3,74.7,68.5,77.7
22-65293,Ana Reyes,8,CpE Practice and Design 2,82.6,79.7,76.4,68.5
22-67259,Juan Mendoza,1,Introduction to Engineering,80.6,70.0,60.8,70.8
22-67259,Juan Mendoza,1,Understanding the Self,81.4,84.3,83.3,79.3
22-67259,Juan Mendoza,1,Mathematics in the Modern World,72.8,74.3,76.2,84.5
22-67259,Juan Mendoza,1,Readings in Philippine History,88.3,83.8,71.6,64.6
22-67259,Juan Mendoza,1,Purposive Communication,84.2,70.5,72.5,69.2
22-67259,Juan Mendoza,1,Differential Calculus,88.4,74.3,60.0,72.4
22-67259,Juan Mendoza,1,General Chemistry,74.6,76.7,72.8,67.7
22-67259,Juan Mendoza,1,Computer Programming 1,82.4,66.1,69.1,72.4
22-67259,Juan Mendoza,2,Engineering Drawing,78.2,69.8,80.2,78.8
22-67259,Juan Mendoza,2,Contemporary World,79.2,65.3,78.1,60.0
22-67259,Juan Mendoza,2,Art Appreciation,81.3,71.8,66.9,67.3
22-67259,Juan Mendoza,2,"Science, Technology and Society",78.4,73.2,77.4,67.2
22-67259,Juan Mendoza,2,Integral Calculus,84.7,78.1,69.1,64.1
22-67259,Juan Mendoza,2,Physics 1,68.9,78.2,71.2,60.0
22-67259,Juan Mendoza,3,Life and Works of Rizal,76.2,71.7,83.4,60.0
22-67259,Juan Mendoza,3,Ethics,70.8,83.7,82.0,65.5
22-67259,Juan Mendoza,3,Modern Biology,75.0,80.1,60.0,60.0
22-67259,Juan Mendoza,3,Computer Engineering as a Discipline,77.8,86.4,71.3,70.5
22-67259,Juan Mendoza,3,Programming Logic and Design,84.5,88.0,68.8,68.2
22-67259,Juan Mendoza,3,Discrete Mathematics,89.7,67.3,79.4,63.2
22-67259,Juan Mendoza,3,Fundamentals of Electrical Engineering,82.5,78.0,70.5,66.2
22-67259,Juan Mendoza,3,Computer-Aided Design,83.6,85.4,75.4,72.5
22-67259,Juan Mendoza,4,Engineering Economics,82.9,71.2,78.3,74.8
22-67259,Juan Mendoza,4,Engineering Data Analysis,94.4,74.2,70.5,74.0
22-67259,Juan Mendoza,4,Differential Equations,83.7,73.2,70.9,72.6
22-67259,Juan Mendoza,4,Object Oriented Programming,72.7,72.9,72.8,74.3
22-67259,Juan Mendoza,4,Advanced Engineering Mathematics for CpE,75.2,65.4,61.8,61.8
22-67259,Juan Mendoza,4,Cognate/Elective Course 1,69.8,74.4,65.1,64.1
22-67259,Juan Mendoza,4,Electronic Circuits: Devices and Analysis,77.3,76.8,84.1,76.1
22-67259,Juan Mendoza,4,Basic Occupational Health and Safety,79.6,74.3,71.3,71.9
22-67259,Juan Mendoza,4,Numerical Methods,82.3,71.0,73.5,60.0
22-67259,Juan Mendoza,4,Kontekstwalisadong Komunikasyon sa Filipino,80.7,81.7,72.2,80.8
22-67259,Juan Mendoza,5,Logic Circuits and Design,76.6,80.8,76.0,71.5
22-67259,Juan Mendoza,5,Data Structures and Algorithms,77.0,76.0,77.3,76.6
22-67259,Juan Mendoza,5,"Introduction to Networks, Data and Digital Communications (CISCO 1)",77.6,80.2,68.0,72.9
22-67259,Juan Mendoza,5,Fundamentals of Mixed Signals and Sensors,77.4,86.0,89.5,71.4
22-67259,Juan Mendoza,5,Feedback and Control Systems,65.6,73.1,80.7,72.7
22-67259,Juan Mendoza,5,Introduction to HDL,83.4,85.5,79.1,79.4
22-67259,Juan Mendoza,5,Research Methods,85.0,86.2,76.1,75.4
22-67259,Juan Mendoza,5,Filipino sa Iba't Ibang Disiplina,77.6,73.5,84.1,71.2
22-67259,Juan Mendoza,6,Microprocessors,86.8,80.2,72.7,72.2
22-67259,Juan Mendoza,6,Software Design,86.3,78.7,61.9,67.0
22-67259,Juan Mendoza,6,Routing and Switching (CISCO 2),88.3,74.0,61.4,79.7
22-67259,Juan Mendoza,6,Digital Signal Processing,82.9,76.0,71.1,75.8
22-67259,Juan Mendoza,6,Emerging Technologies in CpE,74.4,82.2,75.5,69.8
22-67259,Juan Mendoza,6,CpE Practice and Design 1,80.3,76.0,80.2,64.7
22-67259,Juan Mendoza,6,Cognate/Elective Course 2,67.9,79.0,76.0,71.2
22-67259,Juan Mendoza,7,Scaling Networks (CISCO 3),80.1,73.4,76.9,68.1
22-67259,Juan Mendoza,7,Operating Systems,74.7,73.5,84.3,60.0
22-67259,Juan Mendoza,7,Computer Architecture and Organization,84.9,69.4,75.5,69.5
22-67259,Juan Mendoza,7,Computer Engineering Drafting and Design,69.4,81.8,73.9,60.0
22-67259,Juan Mendoza,7,Connecting Networks and Security (CISCO 4),82.7,83.9,81.2,70.5
22-67259,Juan Mendoza,7,Embedded Systems,82.2,87.4,86.3,78.9
22-67259,Juan Mendoza,7,Seminars and Fieldtrips,73.8,78.3,76.5,60.0
22-67259,Juan Mendoza,7,Manufacturing and Quality Control,84.7,93.1,80.0,80.9
22-67259,Juan Mendoza,7,Cognate/Elective Course 3 (Data Mining / AI Track),78.7,74.9,74.5,63.4
22-67259,Juan Mendoza,7,ASEAN Literature,73.7,84.7,82.1,64.0
22-67259,Juan Mendoza,8,Technopreneurship,85.3,76.6,75.9,72.7
22-67259,Juan Mendoza,8,On-the-Job Training,85.4,77.6,82.4,71.8
22-67259,Juan Mendoza,8,CpE Practice and Design 2,83.2,72.1,86.9,72.7
22-18558,Jose Garcia,1,Introduction to Engineering,78.4,62.3,64.0,72.7
22-18558,Jose Garcia,1,Understanding the Self,75.9,60.5,75.2,62.0
22-18558,Jose Garcia,1,Mathematics in the Modern World,83.9,72.6,71.4,73.4
22-18558,Jose Garcia,1,Readings in Philippine History,68.8,66.0,67.8,70.2
22-18558,Jose Garcia,1,Purposive Communication,66.2,61.9,73.9,61.6
22-18558,Jose Garcia,1,Differential Calculus,73.1,62.0,66.1,66.3
22-18558,Jose Garcia,1,General Chemistry,81.0,68.5,80.1,62.3
22-18558,Jose Garcia,1,Computer Programming 1,70.5,81.5,70.6,62.3
22-18558,Jose Garcia,2,Engineering Drawing,71.6,78.5,76.2,60.0
22-18558,Jose Garcia,2,Contemporary World,73.9,72.5,63.1,64.9
22-18558,Jose Garcia,2,Art Appreciation,74.2,78.8,76.2,63.3
22-18558,Jose Garcia,2,"Science, Technology and Society",72.9,75.9,65.5,68.8
22-18558,Jose Garcia,2,Integral Calculus,74.9,67.3,64.4,75.1
22-18558,Jose Garcia,2,Physics 1,74.5,83.0,67.1,68.1
22-18558,Jose Garcia,3,Life and Works of Rizal,88.5,65.6,60.0,73.0
22-18558,Jose Garcia,3,Ethics,69.2,71.8,65.5,66.9
22-18558,Jose Garcia,3,Modern Biology,69.7,72.1,72.8,60.3
22-18558,Jose Garcia,3,Computer Engineering as a Discipline,70.0,69.9,60.4,62.7
22-18558,Jose Garcia,3,Programming Logic and Design,75.3,69.9,67.7,65.5
22-18558,Jose Garcia,3,Discrete Mathematics,71.5,77.3,78.8,63.6
22-18558,Jose Garcia,3,Fundamentals of Electrical Engineering,75.4,68.9,69.6,73.2
22-18558,Jose Garcia,3,Computer-Aided Design,75.6,60.0,70.2,71.2
22-18558,Jose Garcia,4,Engineering Economics,72.8,77.9,64.8,60.0
22-18558,Jose Garcia,4,Engineering Data Analysis,76.3,62.6,68.7,74.1
22-18558,Jose Garcia,4,Differential Equations,64.0,65.5,64.0,66.0
22-18558,Jose Garcia,4,Object Oriented Programming,72.4,80.7,75.1,68.6
22-18558,Jose Garcia,4,Advanced Engineering Mathematics for CpE,76.3,75.5,65.0,71.5
22-18558,Jose Garcia,4,Cognate/Elective Course 1,67.9,77.3,76.4,66.9
22-18558,Jose Garcia,4,Electronic Circuits: Devices and Analysis,71.5,72.7,60.0,65.6
22-18558,Jose Garcia,4,Basic Occupational Health and Safety,73.5,71.6,73.2,64.8
22-18558,Jose Garcia,4,Numerical Methods,68.6,72.3,70.6,67.1
22-18558,Jose Garcia,4,Kontekstwalisadong Komunikasyon sa Filipino,75.1,78.2,62.5,66.3
22-18558,Jose Garcia,5,Logic Circuits and Design,80.3,60.0,68.5,60.3
22-18558,Jose Garcia,5,Data Structures and Algorithms,72.3,66.9,68.3,76.7
22-18558,Jose Garcia,5,"Introduction to Networks, Data and Digital Communications (CISCO 1)",67.0,65.3,61.5,76.0
22-18558,Jose Garcia,5,Fundamentals of Mixed Signals and Sensors,69.7,70.2,65.0,60.0
22-18558,Jose Garcia,5,Feedback and Control Systems,74.0,87.9,78.5,61.3
22-18558,Jose Garcia,5,Introduction to HDL,76.4,65.3,60.0,69.9
22-18558,Jose Garcia,5,Research Methods,81.1,78.2,66.2,64.3
22-18558,Jose Garcia,5,Filipino sa Iba't Ibang Disiplina,78.7,74.3,66.6,60.0
22-18558,Jose Garcia,6,Microprocessors,73.2,76.8,60.3,67.6
22-18558,Jose Garcia,6,Software Design,76.5,76.8,74.6,61.4
22-18558,Jose Garcia,6,Routing and Switching (CISCO 2),64.8,69.1,74.7,62.4
22-18558,Jose Garcia,6,Digital Signal Processing,71.3,62.2,80.7,71.3
22-18558,Jose Garcia,6,Emerging Technologies in CpE,79.2,78.1,72.8,64.1
22-18558,Jose Garcia,6,CpE Practice and Design 1,73.2,69.4,84.8,68.6
22-18558,Jose Garcia,6,Cognate/Elective Course 2,71.8,75.1,63.3,74.6
22-18558,Jose Garcia,7,Scaling Networks (CISCO 3),70.6,75.3,75.7,67.9
22-18558,Jose Garcia,7,Operating Systems,75.1,72.4,69.0,62.1
22-18558,Jose Garcia,7,Computer Architecture and Organization,69.8,79.2,66.8,60.0
22-18558,Jose Garcia,7,Computer Engineering Drafting and Design,69.4,76.9,71.5,67.2
22-18558,Jose Garcia,7,Connecting Networks and Security (CISCO 4),73.0,75.8,65.5,64.0
22-18558,Jose Garcia,7,Embedded Systems,78.3,75.6,61.5,60.0
22-18558,Jose Garcia,7,Seminars and Fieldtrips,74.8,82.3,60.0,66.9
22-18558,Jose Garcia,7,Manufacturing and Quality Control,64.3,66.5,65.3,61.3
22-18558,Jose Garcia,7,Cognate/Elective Course 3 (Data Mining / AI Track),71.3,72.4,66.1,60.0
22-18558,Jose Garcia,7,ASEAN Literature,78.8,76.5,74.0,60.0
22-18558,Jose Garcia,8,Technopreneurship,76.0,76.0,62.8,65.3
22-18558,Jose Garcia,8,On-the-Job Training,73.5,83.0,80.5,60.0
22-18558,Jose Garcia,8,CpE Practice and Design 2,89.1,66.4,74.9,71.1
22-65967,Isabel Dela Cruz,1,Introduction to Engineering,75.3,81.8,74.9,74.8
22-65967,Isabel Dela Cruz,1,Understanding the Self,82.7,86.0,76.0,70.5
22-65967,Isabel Dela Cruz,1,Mathematics in the Modern World,89.3,83.7,81.3,68.8
22-65967,Isabel Dela Cruz,1,Readings in Philippine History,75.0,75.4,71.9,76.2
22-65967,Isabel Dela Cruz,1,Purposive Communication,87.1,77.9,84.2,79.7
22-65967,Isabel Dela Cruz,1,Differential Calculus,84.1,75.3,86.3,72.4
22-65967,Isabel Dela Cruz,1,General Chemistry,83.4,78.2,71.6,63.9
22-65967,Isabel Dela Cruz,1,Computer Programming 1,84.1,73.2,93.0,64.2
22-65967,Isabel Dela Cruz,2,Engineering Drawing,73.3,81.5,84.3,71.5
22-65967,Isabel Dela Cruz,2,Contemporary World,84.7,67.8,71.5,65.1
22-65967,Isabel Dela Cruz,2,Art Appreciation,69.9,79.5,62.1,63.6
22-65967,Isabel Dela Cruz,2,"Science, Technology and Society",78.0,73.8,78.0,73.3
22-65967,Isabel Dela Cruz,2,Integral Calculus,88.0,84.7,83.7,72.7
22-65967,Isabel Dela Cruz,2,Physics 1,84.5,83.3,77.7,70.4
22-65967,Isabel Dela Cruz,3,Life and Works of Rizal,79.3,73.9,78.1,71.0
22-65967,Isabel Dela Cruz,3,Ethics,77.3,74.9,68.3,77.4
22-65967,Isabel Dela Cruz,3,Modern Biology,83.2,75.0,81.7,69.4
22-65967,Isabel Dela Cruz,3,Computer Engineering as a Discipline,72.8,85.0,72.4,69.1
22-65967,Isabel Dela Cruz,3,Programming Logic and Design,80.6,84.8,74.8,63.5
22-65967,Isabel Dela Cruz,3,Discrete Mathematics,85.9,77.3,88.2,72.8
22-65967,Isabel Dela Cruz,3,Fundamentals of Electrical Engineering,67.4,80.5,86.8,80.6
22-65967,Isabel Dela Cruz,3,Computer-Aided Design,91.8,72.3,80.6,66.8
22-65967,Isabel Dela Cruz,4,Engineering Economics,82.6,71.2,71.7,67.5
